Wall time,Step,Value
1607330023.5082612,1900,0.6160871386528015
1607330123.5824845,4300,0.5826379060745239
1607330137.5706298,4600,0.5780496597290039
1607330190.118815,5700,0.5580862164497375
1607330255.3521519,7200,0.5339334011077881
1607330351.5848563,9500,0.5069518089294434
1607330620.320909,15600,0.4679543972015381
1607330634.433111,15900,0.4665588438510895
1607330677.1623828,16800,0.4636276960372925
1607330950.2968605,23000,0.4449889063835144
1607330973.1201863,23500,0.44358670711517334
1607331059.6629384,25600,0.4384002685546875
1607331156.6620574,26800,0.4361323416233063
1607331185.1121123,27400,0.4349726140499115
1607331331.1472454,30900,0.4292350113391876
1607331339.5899322,31100,0.42901790142059326
1607331373.6583798,31900,0.4278247654438019
1607331502.9267137,34800,0.42397114634513855
1607331592.3718412,36800,0.42135173082351685
1607331833.5222046,42200,0.4153917133808136
1607331927.5724738,44300,0.41350361704826355
1607332008.791042,46100,0.41188791394233704
1607332069.6257691,47500,0.4107516407966614
1607332337.8668664,53700,0.4059462249279022
1607332454.9758577,56400,0.40399909019470215
1607332523.7400591,58000,0.4027685523033142
1607332554.1886418,58700,0.40230435132980347
1607332558.4925992,58800,0.40222325921058655
1607332703.218491,62100,0.4002356231212616
1607332763.6298778,63500,0.39948350191116333
1607332820.192421,64800,0.3988211154937744
1607332880.4190266,66200,0.39798441529273987
1607332923.3886821,67200,0.3974266052246094
1607333109.3117886,71500,0.3953836262226105
1607333144.114081,72300,0.3949815630912781
1607333178.775831,73100,0.39462509751319885
1607333329.6603324,76600,0.39310508966445923
1607333346.7911294,77000,0.39297327399253845
1607333355.4369562,77200,0.39289671182632446
1607333417.109919,78600,0.3923954963684082
1607333425.7889013,78800,0.3923421800136566
1607333455.5956094,79500,0.39199092984199524
1607333490.1144383,80300,0.3917180597782135
1607333516.09616,80900,0.3914492130279541
1607333626.2902591,83700,0.39047548174858093
1607334091.5152447,94600,0.38661617040634155
1607334164.384604,96300,0.38609054684638977
1607334203.180968,97200,0.3858620524406433
1607334207.3651114,97300,0.385871946811676
1607334233.2820399,97900,0.38571399450302124
1607334259.237458,98500,0.38554003834724426
1607334336.2763057,100300,0.3851199448108673
1607334349.5001202,100600,0.38502541184425354
1607334387.6822867,101500,0.3847460150718689
1607334608.284008,106400,0.3834965229034424
1607334621.5467029,106700,0.3833826780319214
1607334647.882991,107300,0.38324102759361267
1607334674.9623692,107900,0.38303881883621216
1607334741.700213,109400,0.38265541195869446
1607334767.5840163,110000,0.3825519382953644
1607334789.1237109,110500,0.3824256360530853
1607335027.3664021,115700,0.3811493217945099
1607335050.8251567,116200,0.3810323476791382
1607335055.4349573,116300,0.3810172379016876
1607335140.5742056,118100,0.38050416111946106
1607335202.4451723,119400,0.3802371919155121
1607335444.260607,124500,0.3792025148868561
1607335525.2970116,126200,0.3788045346736908
1607335884.2725577,131700,0.3480423092842102
1607335898.579524,132000,0.3490322232246399
1607335965.2649856,133400,0.348253458738327
1607335984.4253228,133800,0.34805214405059814
1607336210.6222951,138600,0.34856879711151123
1607336244.0039015,139300,0.34873804450035095
1607336346.0816863,141500,0.3485945761203766
1607336401.5516336,142700,0.3484269678592682
1607336449.556254,143700,0.34853070974349976
1607336590.572056,146700,0.3487521708011627
1607336642.7855034,147800,0.3488277792930603
1607336680.3319108,148600,0.34905868768692017
1607336709.003428,149200,0.34907424449920654
1607336859.2853901,152400,0.3483973443508148
1607336995.7035687,155300,0.3486140966415405
1607337071.8430376,156900,0.34825414419174194
1607337146.430412,158500,0.3481917381286621
1607337165.1273198,158900,0.34819623827934265
1607337245.1653275,160600,0.34784698486328125
1607337409.09869,164100,0.3473713994026184
1607337608.8143198,168300,0.34722253680229187
1607337652.2738051,169200,0.3472016751766205
1607337704.1935015,170300,0.3472036123275757
1607337736.728444,171000,0.3469935357570648
1607337779.2569695,171900,0.34707531332969666
1607337844.9946752,173300,0.3470611870288849
1607337854.315983,173500,0.3470694124698639
1607337867.8719192,173800,0.3471619188785553
1607338073.3330069,178200,0.3471449911594391
1607338286.481985,182700,0.3470039367675781
1607338370.5005498,184500,0.3469032645225525
1607338412.4909487,185400,0.34685391187667847
1607338474.134634,186700,0.3467244803905487
1607338487.832578,187000,0.34667205810546875
1607338525.438354,187800,0.34668228030204773
1607338712.9752455,191800,0.34640294313430786
1607338794.2492244,193500,0.34637582302093506
1607338841.1626678,194500,0.3463292717933655
1607338855.4870872,194800,0.34631428122520447
1607339108.8723197,200200,0.345936119556427
1607339165.5881019,201400,0.34584397077560425
1607339274.224733,203700,0.3457663953304291
1607339448.8090246,207400,0.3455761671066284
1607339462.9211764,207700,0.34560543298721313
1607339467.679203,207800,0.34559300541877747
1607339505.7406723,208600,0.34557241201400757
1607339524.6189067,209000,0.34556159377098083
1607339557.4892342,209700,0.3455832004547119
1607339808.719319,215000,0.34522053599357605
1607339841.4687219,215700,0.34516340494155884
1607339989.4685376,218800,0.3450685739517212
1607340007.9143288,219200,0.3450469970703125
1607340044.9613643,220000,0.34500861167907715
1607340083.184157,220800,0.34495002031326294
1607340101.7185118,221200,0.34491974115371704
1607340194.251622,223200,0.34482431411743164
1607340217.8341258,223700,0.3448214530944824
1607340222.5839734,223800,0.34483951330184937
1607340246.1172113,224300,0.3448010981082916
1607340317.106966,225800,0.3448493182659149
1607340340.7980595,226300,0.3448134660720825
1607340430.1417925,228200,0.34471049904823303
1607340505.1652517,229800,0.3446783721446991
1607340553.4986482,230800,0.34474316239356995
1607340610.5989842,232000,0.3446689546108246
1607340734.178142,234600,0.34448644518852234
1607340776.7932005,235500,0.3444688618183136
1607340940.6059,239000,0.3443155288696289
1607340945.158023,239100,0.34432923793792725
1607340954.3074646,239300,0.34432122111320496
1607341161.3310525,243700,0.34419089555740356
1607341199.1282003,244500,0.3441191017627716
1607341241.8718128,245400,0.3440580666065216
1607341251.1300645,245600,0.34405869245529175
1607341274.4756806,246100,0.3440306782722473
1607341392.8909824,248600,0.34385719895362854
1607341397.5039043,248700,0.34382757544517517
1607341445.3428562,249700,0.3437371551990509
1607341454.4903038,249900,0.3437109589576721
1607341477.91299,250400,0.343708336353302
1607341544.765264,251800,0.34363365173339844
1607341572.5033307,252400,0.3436761200428009
1607341615.522326,253300,0.3436163067817688
1607341685.578412,254800,0.34352633357048035
1607341714.6927876,255400,0.3435078263282776
1607342062.6537952,260700,0.3377368152141571
1607342432.597553,268600,0.3350149095058441
1607342504.438905,270400,0.33497825264930725
1607342667.873805,274100,0.33587273955345154
1607342733.9821436,275500,0.33614876866340637
1607342898.5550785,279000,0.33610033988952637
1607343292.0916636,287300,0.33577609062194824
1607343407.0686178,289700,0.33571678400039673
1607343742.5898829,296800,0.3352176249027252
1607343779.8820028,297600,0.33514726161956787
1607343948.6654027,301200,0.33503466844558716
1607344038.4542139,303100,0.33506515622138977
1607344076.2074099,303900,0.3349688649177551
1607344089.9998505,304200,0.33492642641067505
1607344365.6682425,310000,0.3348991870880127
1607344658.7479336,316200,0.33482474088668823
1607344734.7131624,317800,0.3347959518432617
1607344819.9199078,319600,0.3347555994987488
1607344824.5713296,319700,0.3347247242927551
1607344986.267187,323100,0.3347889482975006
1607345034.0818152,324100,0.3348121643066406
1607345048.6152456,324400,0.33487656712532043
1607345053.3856885,324500,0.33489784598350525
1607345062.81757,324700,0.33484095335006714
1607345067.558311,324800,0.33484265208244324
1607345185.1321251,327300,0.3347889482975006
1607345343.0128472,330600,0.3345319628715515
1607345533.41643,334600,0.33443912863731384
1607345679.384467,337700,0.3345247209072113
1607345806.3488908,340400,0.3344059884548187
1607345830.017953,340900,0.3343341052532196
1607345934.2787735,343100,0.3342263698577881
1607346024.125796,345000,0.33421987295150757
