Wall time,Step,Value
1607119758.6635158,1900,0.60086989402771
1607119940.8775535,4300,0.5337600708007812
1607119963.797042,4600,0.5281187295913696
1607120161.8267677,7200,0.4989017844200134
1607120337.2974875,9500,0.48135873675346375
1607120825.5398886,15900,0.45473676919937134
1607120894.8577724,16800,0.45223304629325867
1607121368.789373,23000,0.43951815366744995
1607121407.1978104,23500,0.4386279881000519
1607121568.7115252,25600,0.43521037697792053
1607121706.9172003,27400,0.4328843057155609
1607121973.8801637,30900,0.42867186665534973
1607121989.2460496,31100,0.42854034900665283
1607122050.8936632,31900,0.42783570289611816
1607122273.7038903,34800,0.42473146319389343
1607122427.5189414,36800,0.4228350520133972
1607122840.889172,42200,0.4177732467651367
1607123140.7718337,46100,0.41516897082328796
1607123246.1539495,47500,0.41408008337020874
1607123722.6909516,53700,0.41023141145706177
1607123929.5000467,56400,0.40870940685272217
1607124051.134846,58000,0.407868891954422
1607124104.823085,58700,0.4075140357017517
1607124112.5103393,58800,0.40742674469947815
1607124473.8795705,63500,0.4053703844547272
1607124573.8401315,64800,0.40463894605636597
1607124679.6041636,66200,0.40404701232910156
1607124756.691368,67200,0.4036821126937866
1607125087.9041958,71500,0.4020406901836395
1607125149.4140897,72300,0.4016679525375366
1607125477.9506645,76600,0.4000118374824524
1607125508.7452848,77000,0.39988839626312256
1607125524.0456727,77200,0.39983224868774414
1607125631.4088457,78600,0.39939504861831665
1607125646.8845184,78800,0.3993285000324249
1607125761.9888585,80300,0.39885684847831726
1607125808.5174,80900,0.3985970616340637
1607126023.901955,83700,0.39762330055236816
1607126859.1576648,94600,0.39453670382499695
1607127059.4756908,97200,0.39379188418388367
1607127067.1108735,97300,0.39375966787338257
1607127113.4112144,97900,0.39362549781799316
1607127298.0589495,100300,0.3930189609527588
1607127321.1478984,100600,0.3929709792137146
1607127390.322327,101500,0.39280906319618225
1607127756.7835083,106400,0.39162468910217285
1607127779.8520935,106700,0.39155635237693787
1607127979.7848027,109400,0.39095717668533325
1607128025.9094417,110000,0.3908815085887909
1607128064.451172,110500,0.39076337218284607
1607128493.3926792,115700,0.3897187411785126
1607128531.934238,116200,0.3895924985408783
1607128539.4030564,116300,0.38957634568214417
1607128651.4970844,118100,0.38920339941978455
1607129063.7474217,124500,0.3880135715007782
1607129187.6313648,126200,0.38770484924316406
1607129850.5155375,131700,0.3625674247741699
1607129873.5614388,132000,0.3615063726902008
1607129981.4504387,133400,0.36094042658805847
1607130012.024397,133800,0.36133214831352234
1607130349.4474828,138600,0.36115914583206177
1607130395.4314957,139300,0.3608952462673187
1607130563.8870463,141500,0.36078768968582153
1607130656.1642928,142700,0.3610594570636749
1607130732.4720333,143700,0.3610820472240448
1607130940.8147132,146700,0.3607354164123535
1607131023.3807757,147800,0.3602789044380188
1607131132.2718885,149200,0.36005115509033203
1607131382.6471734,152400,0.35962873697280884
1607131608.6169558,155300,0.3590719997882843
1607131731.223556,156900,0.3591386079788208
1607131856.4048288,158500,0.35925841331481934
1607131887.5362904,158900,0.359279602766037
1607132020.1975327,160600,0.3591867983341217
1607132293.4655397,164100,0.3590954542160034
1607132619.4645271,168300,0.35885047912597656
1607132689.577289,169200,0.3587395250797272
1607132830.3433805,171000,0.3585089147090912
1607132900.7185364,171900,0.3585570156574249
1607133009.889308,173300,0.35846105217933655
1607133025.4658158,173500,0.3585296869277954
1607133048.8404264,173800,0.3585071563720703
1607133390.318904,178200,0.35814863443374634
1607133741.7281585,182700,0.3575375974178314
1607133881.6470919,184500,0.35759618878364563
1607133951.9917972,185400,0.35764792561531067
1607134051.805931,186700,0.3574787378311157
1607134075.2989078,187000,0.3573901355266571
1607134137.6419146,187800,0.3574448227882385
1607134450.1448002,191800,0.357487291097641
1607134582.851463,193500,0.35736894607543945
1607134660.9918036,194500,0.3572807312011719
1607134684.4435987,194800,0.3573371171951294
1607135102.8573086,200200,0.3570358455181122
1607135196.221938,201400,0.3570925295352936
1607135375.9217653,203700,0.3570731580257416
1607135693.3034232,207800,0.35710492730140686
1607135755.5832036,208600,0.3571653962135315
1607135786.6449964,209000,0.3571774363517761
1607135841.42455,209700,0.3571150600910187
1607136548.987728,218800,0.3568979501724243
1607136580.303508,219200,0.35689452290534973
1607136643.0719817,220000,0.35687845945358276
1607136736.79674,221200,0.35688316822052
1607136892.7320642,223200,0.35671862959861755
1607136931.8908143,223700,0.3567337691783905
1607136939.631922,223800,0.3567279875278473
1607137093.5898607,225800,0.35649147629737854
1607137132.414395,226300,0.35639718174934387
1607137483.837969,230800,0.3560933470726013
1607137577.4516969,232000,0.3560337722301483
1607137774.2730217,234600,0.3558925688266754
1607137828.8655763,235500,0.35575586557388306
1607138061.8330479,239000,0.3556157350540161
1607138068.2253878,239100,0.3556085526943207
1607138081.0037274,239300,0.35559529066085815
1607138382.139808,243700,0.35538607835769653
1607138513.4988234,245400,0.35540077090263367
1607138528.6721575,245600,0.35538408160209656
1607138568.0187745,246100,0.3553606867790222
1607138763.4219775,248600,0.35526183247566223
1607138771.405198,248700,0.3552718460559845
1607138849.4126513,249700,0.35531124472618103
1607138865.0750563,249900,0.35534563660621643
1607138903.9191985,250400,0.3553447723388672
1607139013.2899084,251800,0.35529136657714844
1607139060.1197946,252400,0.35526055097579956
1607139130.266764,253300,0.35519805550575256
1607139247.3553588,254800,0.3551713824272156
