Wall time,Step,Value
1607119725.325144,1900,0.6308209300041199
1607119893.660948,4300,0.5799834728240967
1607119914.9544554,4600,0.5752342939376831
1607120100.7034597,7200,0.550076961517334
1607120265.0819228,9500,0.5339837074279785
1607120721.2798018,15900,0.5055916905403137
1607120785.6128082,16800,0.5023421049118042
1607121228.0055645,23000,0.4860868453979492
1607121264.0719647,23500,0.48504874110221863
1607121415.3355587,25600,0.48054343461990356
1607121544.9526186,27400,0.476785808801651
1607121796.4982643,30900,0.470571905374527
1607121810.8370252,31100,0.4702339470386505
1607121866.3660238,31900,0.4688827097415924
1607122219.2990236,36800,0.4619176685810089
1607122605.204402,42200,0.4555010497570038
1607122886.023496,46100,0.4521074593067169
1607122986.3926904,47500,0.450746089220047
1607123429.7293873,53700,0.44544097781181335
1607123623.8888373,56400,0.4434293508529663
1607123738.2664728,58000,0.44238540530204773
1607123788.6889236,58700,0.4418683648109436
1607123795.829865,58800,0.4417686462402344
1607124132.0235255,63500,0.43889525532722473
1607124225.7390084,64800,0.43809211254119873
1607124326.787497,66200,0.4372153580188751
1607124398.5132272,67200,0.4364893138408661
1607124705.9962823,71500,0.4341907501220703
1607124763.3743217,72300,0.4337259829044342
1607125071.6690354,76600,0.43147802352905273
1607125114.5208213,77200,0.431220144033432
1607125215.259554,78600,0.4306218922138214
1607125229.7838857,78800,0.43054071068763733
1607125336.6032858,80300,0.4298529624938965
1607125379.0321522,80900,0.42956864833831787
1607125580.3019233,83700,0.42831429839134216
1607126363.5111904,94600,0.42424678802490234
1607126550.2981026,97200,0.42337992787361145
1607126557.489189,97300,0.42335212230682373
1607126600.6014705,97900,0.4231588840484619
1607126792.040999,100600,0.42213931679725647
1607126857.134145,101500,0.42183151841163635
1607127208.7068145,106400,0.4203657805919647
1607127230.1747153,106700,0.4202558100223541
1607127424.1944587,109400,0.41949933767318726
1607127501.531566,110500,0.4191243350505829
1607127930.3839219,116200,0.41749852895736694
1607128066.998442,118100,0.4169270694255829
1607128515.6512606,124500,0.41516903042793274
1607128622.6169896,126200,0.41478925943374634
1607129216.0930974,131700,0.3802523612976074
1607129237.830144,132000,0.37984520196914673
1607129332.4580944,133400,0.3792992830276489
1607129355.6112022,133800,0.3796336054801941
1607129655.0532598,138600,0.37988972663879395
1607129704.9143395,139300,0.3802111744880676
1607129863.1473038,141500,0.3793970048427582
1607129949.2846391,142700,0.3795907199382782
1607130021.4234207,143700,0.37927237153053284
1607130224.3175735,146700,0.37937939167022705
1607130289.2561467,147800,0.37924107909202576
1607130371.5746522,149200,0.3789391815662384
1607130597.007974,152400,0.3789060115814209
1607130798.3567708,155300,0.3787883222103119
1607130901.72283,156900,0.3786396086215973
1607131010.4910135,158500,0.3787459135055542
1607131039.5425296,158900,0.3788089156150818
1607131163.5250118,160600,0.37848883867263794
1607131418.1029983,164100,0.377865195274353
1607131787.993301,169200,0.3779577314853668
1607131919.0399885,171000,0.37797895073890686
1607131984.9213593,171900,0.37791386246681213
1607132087.4537375,173300,0.3779347538948059
1607132102.0290513,173500,0.3779222071170807
1607132124.066127,173800,0.37791863083839417
1607132445.0999503,178200,0.3779938519001007
1607132771.0659428,182700,0.37795063853263855
1607132902.6425667,184500,0.37772488594055176
1607132968.488139,185400,0.37787482142448425
1607133063.5972745,186700,0.3777390122413635
1607133085.377332,187000,0.3776763379573822
1607133143.7516081,187800,0.3775290250778198
1607133433.8775163,191800,0.37743210792541504
1607133557.6456268,193500,0.3773617744445801
1607133631.1884341,194500,0.3773280382156372
1607133653.0659082,194800,0.3773256838321686
1607134046.1987915,200200,0.37693917751312256
1607134302.4824889,203700,0.37686440348625183
1607134602.3851004,207800,0.3767528831958771
1607134660.9431612,208600,0.3766878545284271
1607134690.016709,209000,0.37667956948280334
1607134741.5750253,209700,0.3766387701034546
1607135406.7427127,218800,0.3762669861316681
1607135494.5013378,220000,0.3762832581996918
1607135580.3918467,221200,0.3762180209159851
1607135727.159159,223200,0.3760785758495331
1607135763.6822367,223700,0.37610098719596863
1607135771.0808158,223800,0.37608802318573
1607135917.3566692,225800,0.37601906061172485
1607135953.7306368,226300,0.37596917152404785
1607136283.2994888,230800,0.3758324980735779
1607136370.3292139,232000,0.37568891048431396
1607136560.9040914,234600,0.37556537985801697
1607136626.702943,235500,0.3755377531051636
1607136882.0466807,239000,0.37530264258384705
1607136889.4010692,239100,0.37530431151390076
1607136903.7893221,239300,0.37528330087661743
1607137224.3679671,243700,0.37506595253944397
1607137348.2096865,245400,0.3749833405017853
1607137362.9780543,245600,0.37494421005249023
1607137399.5099113,246100,0.37492719292640686
1607137582.50507,248600,0.37483900785446167
1607137589.9777918,248700,0.37481725215911865
1607137662.615853,249700,0.37474989891052246
1607137677.3837132,249900,0.3747366964817047
1607137714.055416,250400,0.3747073709964752
1607137805.3985028,251800,0.37464451789855957
1607137840.9599936,252400,0.37460440397262573
1607137896.8187408,253300,0.37461772561073303
1607137990.9101648,254800,0.37452709674835205
1607138034.5478275,255400,0.37449008226394653
1607139240.7978847,268600,0.36810654401779175
1607139358.7198296,270400,0.36748966574668884
1607139590.8413854,274100,0.3680317997932434
1607139692.9301682,275500,0.3678153157234192
1607139948.6782553,279000,0.3681933879852295
1607140730.3448615,289700,0.3675665855407715
1607141208.840614,296800,0.36677539348602295
1607141519.709173,301200,0.36671212315559387
1607141717.3987496,303900,0.3663778007030487
1607141739.6371794,304200,0.3662930727005005
1607142162.8972723,310000,0.3661908805370331
1607142586.5828266,316200,0.3661194443702698
1607142843.591689,319700,0.3658279478549957
1607143094.7241344,323100,0.3658033609390259
1607143168.994033,324100,0.36574769020080566
1607143198.1811976,324500,0.3657340407371521
1607143212.933362,324700,0.3657264709472656
1607143220.1794064,324800,0.36575138568878174
1607143649.4015172,330600,0.3654107451438904
1607143945.4320025,334600,0.3653505742549896
1607144173.2442539,337700,0.3652805685997009
1607144409.9175372,340900,0.36523711681365967
1607144572.5400262,343100,0.3652285039424896
1607144713.1138158,345000,0.36515071988105774
1607144824.525112,346500,0.36514297127723694
1607144942.9052184,348100,0.36510607600212097
1607145827.7953012,360100,0.36500564217567444
1607145961.0990975,361900,0.36497291922569275
1607145975.8159606,362100,0.36494946479797363
1607146243.6981983,365700,0.3649677634239197
1607146347.0259495,367100,0.3649562895298004
1607146759.1744704,372700,0.364836722612381
1607146788.6369085,373100,0.36483684182167053
1607146870.0424085,374200,0.3647680878639221
1607147231.4040627,379400,0.3646615743637085
1607147365.6217895,381500,0.3645925521850586
1607147402.6695235,382000,0.3646508753299713
1607147417.0501533,382200,0.36465683579444885
1607147733.1777484,383200,0.3824191689491272
1607147977.1729925,386500,0.3608907163143158
1607148448.1916108,392900,0.3612414300441742
1607148656.4582844,395700,0.3615487217903137
1607148864.0820348,398500,0.3603658378124237
1607149142.7902882,402300,0.3606591522693634
1607149224.0585444,403400,0.3605941832065582
1607149246.1764386,403700,0.3603249192237854
1607149609.490834,409400,0.35968729853630066
1607149646.8794765,409900,0.35971227288246155
1607149728.4817362,411000,0.3599419891834259
1607150266.4094896,418300,0.35942357778549194
1607150355.4314544,419500,0.3593480885028839
1607150370.285825,419700,0.359404593706131
1607150414.7871706,420300,0.3593650758266449
1607150599.0088098,422800,0.359142541885376
1607150635.8930485,423300,0.3592594265937805
1607150657.9422202,423600,0.3591659963130951
1607150862.516149,426400,0.359311044216156
1607150884.7320209,426700,0.3593347370624542
1607151166.3152723,430500,0.35944664478302
1607151262.3187318,431800,0.35941049456596375
1607151277.1837153,432000,0.35944584012031555
1607151875.3465354,440100,0.35931938886642456
1607152084.3996625,443400,0.3590763807296753
1607152498.0976977,449300,0.3593382239341736
1607152620.4830089,451000,0.35931819677352905
1607152772.9096303,453100,0.35921454429626465
1607153117.0845516,457900,0.3592717945575714
1607153138.235212,458200,0.35931313037872314
1607153471.7212806,462900,0.3589898645877838
1607153730.1021502,466500,0.35882601141929626
1607153758.5743406,466900,0.3588249087333679
1607153815.835219,467700,0.3587905168533325
1607154078.5165424,471400,0.35872259736061096
1607154343.6602762,475100,0.35897529125213623
1607154401.0625353,475900,0.3589690923690796
1607154615.8449738,478900,0.3588807284832001
1607154699.218022,480100,0.3588981330394745
1607154713.4363878,480300,0.35888707637786865
1607154985.42971,484100,0.358765184879303
1607155071.6212966,485300,0.35875359177589417
1607155370.1952472,489500,0.3588477075099945
1607155857.329924,496300,0.3588632643222809
1607155921.9963126,497200,0.3589453101158142
1607155943.445756,497500,0.35898348689079285
1607156469.688173,505100,0.3588160276412964
1607156481.725962,505300,0.35882389545440674
1607156487.6551623,505400,0.35879528522491455
1607156825.2311504,510700,0.3588313162326813
1607157049.311718,513500,0.35473841428756714
1607157313.0175676,520100,0.3560653030872345
1607157469.215015,524000,0.3552281856536865
1607157826.6389844,533000,0.35518044233322144
1607157889.5791774,534600,0.3553927540779114
1607157946.9701023,536000,0.3556404411792755
1607158205.3682253,542100,0.35554707050323486
1607158294.9051673,544300,0.35567426681518555
1607158777.8799558,551600,0.35565873980522156
1607158792.2075722,551800,0.35574713349342346
1607159022.3624647,555000,0.35553810000419617
1607159293.3807702,558800,0.35547906160354614
1607159818.5004034,566100,0.3557831048965454
1607159845.815258,566500,0.3556722402572632
1607159953.5392377,568000,0.3555886149406433
1607160248.9903107,572100,0.3557623028755188
1607160270.751897,572400,0.35567882657051086
1607160650.8699849,577700,0.3558043837547302
1607160881.0952168,580900,0.35581502318382263
1607161004.2075992,582600,0.35569390654563904
1607161025.932486,582900,0.35564714670181274
1607161271.3715067,586300,0.3556552529335022
1607161284.4929948,586500,0.35568615794181824
1607161334.7856295,587200,0.3556913137435913
1607161583.875752,590800,0.35558801889419556
1607161712.9654925,592900,0.3556242287158966
1607161876.098705,595300,0.3556056022644043
1607161912.095943,595800,0.35559219121932983
1607161954.0654218,596400,0.35553139448165894
1607162131.0291438,599100,0.35548895597457886
1607162262.073582,601100,0.3553747832775116
1607162294.6279705,601600,0.355387419462204
1607162392.419783,603100,0.3554569184780121
1607162706.378997,607900,0.35545194149017334
1607162987.4196703,612200,0.3553408980369568
1607163052.4656944,613200,0.3553250730037689
1607163380.385291,618200,0.35505378246307373
1607163505.1592398,620100,0.3548842668533325
1607163590.2547436,621400,0.35488760471343994
1607163629.5304697,622000,0.3549034893512726
1607163715.1263688,623300,0.3548579514026642
1607164088.9396136,629000,0.35477617383003235
1607164239.5686517,631300,0.3548376262187958
1607164272.422385,631800,0.35484054684638977
1607164429.7533705,634200,0.354848712682724
1607164574.6162393,636400,0.3548557460308075
1607164659.8775573,637700,0.35486239194869995
1607165018.7487092,640100,0.3497936427593231
1607165647.69162,649700,0.3509024977684021
1607165673.9656029,650100,0.35116612911224365
1607165804.891649,652100,0.351502001285553
